season_id,season_title,season_start_date,season_end_date,datetext,season_type,ente_produttore,organizer_name,organizer_id,linked_production,linked_production_ids,fullpath,published,creationDate,modificationDate
32285,Stagione d'opera 2001-2002,2001-10-16,2002-07-19,16-10-2001 - 19-07-2002,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/1 Lear (32718),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/11 Matrimonio segreto, Il (32723),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/12 Pulzella d’Orléans, La (32724),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/2 Carmen 2, le retour (32719),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/3 Lago dei cigni, Il (32720),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/4 Bella addormentata, La (32721),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/5 Schiaccianoci, Lo (33575),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/6 Norma (32722),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/7 Forza del destino, La (33576),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/8 Mefistofele (33393),/Cronologia (52555)/Stagione d'opera 2001-2002 (32285)/Prigioniero, Il - Edipo Re (33394)","32718,32723,32724,32719,32720,32721,33575,32722,33576,33393,33394",/Cronologia (52555)/Stagione d'opera 2001-2002 (32285),1,1720187405,1749115747
32286,I Concerti 2001-2002,2001-11-29,2002-05-30,29-11-2001 - 30-05-2002,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I Concerti 2001-2002 (32286)/1 Bruno Casoni. Coro del Teatro Regio (32725),/Cronologia (52555)/I Concerti 2001-2002 (32286)/2 Corrado Rovaris. Orchestra del Teatro Regio (32726),/Cronologia (52555)/I Concerti 2001-2002 (32286)/3 Rudolf Baršaj. Orchestra del Teatro Regio (32727),/Cronologia (52555)/I Concerti 2001-2002 (32286)/4 Il cinema in concerto. Gli Oscar della Musica (32728),/Cronologia (52555)/I Concerti 2001-2002 (32286)/5 Aleksandr Anissimov. Orchestra del Teatro Regio (32729),/Cronologia (52555)/I Concerti 2001-2002 (32286)/6 Shlomo Mintz. Orchestra del Teatro Regio (32730),/Cronologia (52555)/I Concerti 2001-2002 (32286)/7 Marek Janowski. Orchestre Philharmonique de Monte-Carlo (32731),/Cronologia (52555)/I Concerti 2001-2002 (32286)/8 Semyon Bychkov. Orchestra e Coro del Teatro Regio (32732)","32725,32726,32727,32728,32729,32730,32731,32732",/Cronologia (52555)/I Concerti 2001-2002 (32286),1,1720187405,1749115747
32287,Stagione d'opera 2002-2003,2002-10-08,2003-07-12,08-10-2002 - 12-07-2003,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/1 Capriccio (32733),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/10 Tosca (32741),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/2 White Oak Dance Project (33049),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/3 Matrimonio segreto, Il (32735),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/4 Macbeth (32736),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/5 Don Quichotte (32737),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/6 Andrea Chénier (33577),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/7 Streetcar Named Desire, A (32738),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/8 Così fan tutte ossia La scuola degli amanti (32739),/Cronologia (52555)/Stagione d'opera 2002-2003 (32287)/9 Faust (32740)","32733,32741,33049,32735,32736,32737,33577,32738,32739,32740",/Cronologia (52555)/Stagione d'opera 2002-2003 (32287),1,1720187405,1761320631
32288,I Concerti 2003,2003-03-22,2003-05-10,22-03-2003 - 10-05-2003,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I Concerti 2003 (32288)/1 Karen Durgarian. Orchestra del Teatro Regio (32742),/Cronologia (52555)/I Concerti 2003 (32288)/2 Rudolf Baršai. Orchestra del Teatro Regio (32743),/Cronologia (52555)/I Concerti 2003 (32288)/3 Claus Peter Flor. Orchestra del Teatro Regio (32744),/Cronologia (52555)/I Concerti 2003 (32288)/4 Umberto Benedetti Michelangeli. Orchestra e Coro del Teatro Regio (32745)","32742,32743,32744,32745",/Cronologia (52555)/I Concerti 2003 (32288),1,1720187405,1749115748
32289,La Scuola all'Opera 2002-2003,2003-04-02,2003-04-04,02-04-2003 - 04-04-2003,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/La Scuola all'Opera 2002-2003 (32289)/1 Piccolo spazzacamino, Il (32746)",32746,/Cronologia (52555)/La Scuola all'Opera 2002-2003 (32289),1,1720187405,1749115748
32290,Stagione d’opera 2003-2004,2003-10-07,2004-07-06,07-10-2003 - 06-07-2004,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/1 Simon Boccanegra (32747),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/10 Cappello di paglia di Firenze, Il (32754),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/11 Ballo in maschera, Un (32755),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/2 Semiramide (32748),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/3 Orfeo all’inferno (32749),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/4 Fanciulla del West, La (32750),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/5 Nozze di Figaro, Le (33578),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/6 Matrimonio al convento (32751),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/7 Chopiniana (33055),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/8 Lago dei cigni, Il (32752),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/8 Shéhérazade (33056),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/8 Uccello di fuoco, L’ (33057),/Cronologia (52555)/Stagione d’opera 2003-2004 (32290)/9 Jewels (32753)","32747,32754,32755,32748,32749,32750,33578,32751,33055,32752,33056,33057,32753",/Cronologia (52555)/Stagione d’opera 2003-2004 (32290),1,1720187405,1749115748
32291,Spettacoli fuori stagione 2003,2003-12-16,2003-12-19,16-12-2003 - 19-12-2003,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,/Cronologia (52555)/Spettacoli fuori stagione 2003 (32291)/1 Orlando finto pazzo (32756),32756,/Cronologia (52555)/Spettacoli fuori stagione 2003 (32291),1,1720187405,1749115749
32292,I Concerti 2004,2004-03-01,2004-06-14,01-03-2004 - 14-06-2004,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I Concerti 2004 (32292)/1 Steven Mercurio. Enrico Dindo. Filarmonica ’900 del Teatro Regio (32757),/Cronologia (52555)/I Concerti 2004 (32292)/2 Oleg Caetani. Orchestra del Teatro Regio (32758),/Cronologia (52555)/I Concerti 2004 (32292)/3 Hubert Soudant. Salvatore Accardo. Filarmonica ’900 del Teatro Regio (32759),/Cronologia (52555)/I Concerti 2004 (32292)/4 Herbie Hancock Trio. The Music of Gershwin’s World (32760),/Cronologia (52555)/I Concerti 2004 (32292)/5 Carlo Boccadoro. Orchestra del Teatro Regio (32761),/Cronologia (52555)/I Concerti 2004 (32292)/6 Yoram David. Orchestra e Coro del Teatro Regio (32762),/Cronologia (52555)/I Concerti 2004 (32292)/7 Un concerto per la Pace in onore di Shirin Ebadi (32763)","32757,32758,32759,32760,32761,32762,32763",/Cronologia (52555)/I Concerti 2004 (32292),1,1720187405,1749115749
32293,Stagione d'opera 2004-2005,2004-10-12,2005-07-08,12-10-2004 - 08-07-2005,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/1 Bohème, La (33579),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/2 Billy Budd (32764),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/3 Cenerentola, La (32765),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/4 Don Giovanni (32766),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/5 Trovatore, Il (32767),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/6 Amore dei tre re, L’ (32768),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/7 Anna Bolena (32769),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/8 Werther (32770),/Cronologia (52555)/Stagione d'opera 2004-2005 (32293)/9 Messa da requiem (32771)","33579,32764,32765,32766,32767,32768,32769,32770,32771",/Cronologia (52555)/Stagione d'opera 2004-2005 (32293),1,1720187405,1749115749
32294,I Concerti 2005,2005-01-31,2005-05-23,31-01-2005 - 23-05-2005,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I Concerti 2005 (32294)/1 Dietfried Bernet. Filarmonica ’900 del Teatro Regio (32772),/Cronologia (52555)/I Concerti 2005 (32294)/2 Vladimir Fedoseyev. Orchestra e Coro del Teatro Regio (32773),/Cronologia (52555)/I Concerti 2005 (32294)/3 Stefano Bollani Trio (32774),/Cronologia (52555)/I Concerti 2005 (32294)/4 Orchestra del Teatro Regio. Tomáš Netopil (32775),/Cronologia (52555)/I Concerti 2005 (32294)/5 Orchestra del Teatro Regio. Oleg Caetani (32776),/Cronologia (52555)/I Concerti 2005 (32294)/6 Tempi moderni (32777),/Cronologia (52555)/I Concerti 2005 (32294)/7 Laurent Petitgirard. Gabriele Carcano. Filarmonica ’900 del Teatro Regio (32778)","32772,32773,32774,32775,32776,32777,32778",/Cronologia (52555)/I Concerti 2005 (32294),1,1720187405,1749115749
32295,Stagione d'opera 2005-2006,2005-10-11,2006-07-02,11-10-2005 - 02-07-2006,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/1 Aida (33580),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/10 Entführung aus dem Serail, Die (32786),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/11 Don Carlo (32787),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/2 Histoire de Manon, L’ (32779),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/3 Turco in Italia, Il (32780),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/4 Manon Lescaut (33581),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/5 Bohème, La (32781),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/6 Tempesta, La (32782),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/7 Colore bianco, Il (32783),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/8 Carmen (32784),/Cronologia (52555)/Stagione d'opera 2005-2006 (32295)/9 Consul, The (32785)","33580,32786,32787,32779,32780,33581,32781,32782,32783,32784,32785",/Cronologia (52555)/Stagione d'opera 2005-2006 (32295),1,1720187405,1749115749
32296,I concerti 2005-2006,2005-12-23,2006-05-15,23-12-2005 - 15-05-2006,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I concerti 2005-2006 (32296)/1 Concerto di Natale (32788),/Cronologia (52555)/I concerti 2005-2006 (32296)/2 Dmitri Jurowski. Elio. Filarmonica ’900 del Teatro Regio (32789),/Cronologia (52555)/I concerti 2005-2006 (32296)/3 Fabien Gabel. Richard Galliano. Filarmonica ’900 del Teatro Regio (32790),/Cronologia (52555)/I concerti 2005-2006 (32296)/4 Gala Concert I (32791),/Cronologia (52555)/I concerti 2005-2006 (32296)/5 Marzio Conti. Filarmonica ’900 del Teatro Regio (32792),/Cronologia (52555)/I concerti 2005-2006 (32296)/6 Jan Latham-Koenig. Filarmonica ’900 del Teatro Regio (32793)","32788,32789,32790,32791,32792,32793",/Cronologia (52555)/I concerti 2005-2006 (32296),1,1720187405,1749115749
32297,Stagione d’opera 2006-2007,2006-10-10,2007-07-03,10-10-2006 - 03-07-2007,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/1 Turandot (32794),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/2 Naso, Il (33081),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/4 Flauto magico, Il (32795),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/5 Rusalka (32796),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/6 Œdipus Rex (33070),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/7 Cavalleria rusticana (32797),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/7 Tristan und Isolde (32798),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/8 Elisir d’amore, L’ (32799),/Cronologia (52555)/Stagione d’opera 2006-2007 (32297)/9 Ernani (32800)","32794,33081,32795,32796,33070,32797,32798,32799,32800",/Cronologia (52555)/Stagione d’opera 2006-2007 (32297),1,1720187405,1749115749
32298,Regione in Tour 2006,2006-10-28,2006-11-25,28-10-2006 - 25-11-2006,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Regione in Tour 2006 (32298)/1 Nozze di Figaro, Le (32801)",32801,/Cronologia (52555)/Regione in Tour 2006 (32298),1,1720187405,1749115750
32299,Concerti fuori stagione 2006-2007,2006-12-31,2007-06-27,31-12-2006 - 27-06-2007,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Concerti fuori stagione 2006-2007 (32299)/1 Concerto Straordinario di Fine Anno (32802),/Cronologia (52555)/Concerti fuori stagione 2006-2007 (32299)/2 Concerto in onore del 50° anniversario di sacerdozio di S.E. il Cardinale Severino Poletto (32803)","32802,32803",/Cronologia (52555)/Concerti fuori stagione 2006-2007 (32299),1,1720187405,1749115750
32300,I Concerti 2007,2007-01-29,2007-05-28,29-01-2007 - 28-05-2007,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I Concerti 2007 (32300)/1 Gianandrea Noseda. Sally Matthews. Sergej Galaktionov. Filarmonica ’900 del Teatro Regio (32804),/Cronologia (52555)/I Concerti 2007 (32300)/2 Mario Brunello. Orchestra del Teatro Regio (32805),/Cronologia (52555)/I Concerti 2007 (32300)/3 Jan Latham-Koenig. Stefano Bollani. Filarmonica ’900 del Teatro Regio (32806),/Cronologia (52555)/I Concerti 2007 (32300)/4 Michel Plasson. Rachel Harnisch. Alessandro Galoppini. Claudio Marino Moretti. Orchestra e Coro del Teatro Regio (32807),/Cronologia (52555)/I Concerti 2007 (32300)/5 Pinchas Steinberg. Orchestra del Teatro Regio (32808),/Cronologia (52555)/I Concerti 2007 (32300)/6 Dee Dee Bridgewater. Christopher Franklin. Filarmonica ’900 del Teatro Regio di Torino. Gianni Basso. Torino Jazz Orchestra (32809)","32804,32805,32806,32807,32808,32809",/Cronologia (52555)/I Concerti 2007 (32300),1,1720187405,1749115750
32301,Regione in Tour 2007,2007-07-10,2008-04-25,10-07-2007 - 25-04-2008,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Regione in Tour 2007 (32301)/1 Barbiere di Siviglia, Il (32810)",32810,/Cronologia (52555)/Regione in Tour 2007 (32301),1,1720187405,1749115750
32302,Concerti fuori stagione 2007-2008,2007-09-01,2008-07-31,01-09-2007 - 31-07-2008,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,/Cronologia (52555)/Concerti fuori stagione 2007-2008 (32302)/1 50° anniversario della firma dei Trattati di Roma istitutivi della Comunità Europea (32811),32811,/Cronologia (52555)/Concerti fuori stagione 2007-2008 (32302),1,1720187405,1749115750
32303,Stagione d'opera 2007-2008,2007-10-07,2008-07-06,07-10-2007 - 06-07-2008,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/1 Falstaff (33582),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/2 Ariane et Barbe-Bleue (32812),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/3 Corsaire, Le (32813),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/4 Don Chisciotte (32814),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/5 Giselle (32815),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/6 Rigoletto (32816),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/7 Salome (33583),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/8 Lucrezia Borgia (32817),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/9 Clemenza di Tito, La (32818),/Cronologia (52555)/Stagione d'opera 2007-2008 (32303)/10 Edgar (32819)","33582,32812,32813,32814,32815,32816,33583,32817,32818,32819",/Cronologia (52555)/Stagione d'opera 2007-2008 (32303),1,1720187405,1749115751
32304,I concerti 2007-2008,2007-10-27,2008-05-19,27-10-2007 - 19-05-2008,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I concerti 2007-2008 (32304)/1 Gianandrea Noseda. Orchestra e Coro del Teatro Regio (32820),/Cronologia (52555)/I concerti 2007-2008 (32304)/2 Luci della città (32821),/Cronologia (52555)/I concerti 2007-2008 (32304)/3 Carmina Burana (32822),/Cronologia (52555)/I concerti 2007-2008 (32304)/4 Gianmaria Testa - Paolo Fresu Duo (32823),/Cronologia (52555)/I concerti 2007-2008 (32304)/5 Fuggite, amanti, amor. Rime e lamentazioni per Michelangelo (32824),/Cronologia (52555)/I concerti 2007-2008 (32304)/6 Gianandrea Noseda. Domenico Orlando. Filarmonica ’900 del Teatro Regio (32825),/Cronologia (52555)/I concerti 2007-2008 (32304)/7 Jan Latham-Koenig. Ugo Favaro. Filarmonica ’900 (32826),/Cronologia (52555)/I concerti 2007-2008 (32304)/8 Filarmonica ’900 del Teatro Regio. Torino Jazz Orchestra. New York Voices (32827)","32820,32821,32822,32823,32824,32825,32826,32827",/Cronologia (52555)/I concerti 2007-2008 (32304),1,1720187405,1749115751
32305,Regione in Tour 2007-2008,2007-10-31,2008-04-24,31-10-2007 - 24-04-2008,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Regione in Tour 2007-2008 (32305)/1 Barbiere di Siviglia, Il (33584)",33584,/Cronologia (52555)/Regione in Tour 2007-2008 (32305),1,1720187405,1749115751
32306,Tournée 2007,2007-11-09,2007-11-10,09-11-2007 - 10-11-2007,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,/Cronologia (52555)/Tournée 2007 (32306)/1 Messa da requiem (32828),32828,/Cronologia (52555)/Tournée 2007 (32306),1,1720187405,1749115751
32307,Tournée 2008,2008-05-30,2008-05-31,30-05-2008 - 31-05-2008,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,/Cronologia (52555)/Tournée 2008 (32307)/1 Rigoletto (33585),33585,/Cronologia (52555)/Tournée 2008 (32307),1,1720187405,1749115751
32308,Il Regio a Racconigi 2008,2008-07-12,2008-07-12,12-07-2008 - 12-07-2008,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Il Regio a Racconigi 2008 (32308)/1 Bohème, La (33586)",33586,/Cronologia (52555)/Il Regio a Racconigi 2008 (32308),1,1720187405,1749115751
32309,Concerti fuori stagione 2008-2009,2008-09-01,2009-07-31,01-09-2008 - 31-07-2009,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,/Cronologia (52555)/Concerti fuori stagione 2008-2009 (32309)/1 Jan Latham-Koenig. Uto Ughi. Filarmonica ’900 del Teatro Regio (32829),32829,/Cronologia (52555)/Concerti fuori stagione 2008-2009 (32309),1,1720187405,1749115751
32310,Stagione d'opera 2008-2009,2008-10-05,2009-07-05,05-10-2008 - 05-07-2009,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/1 Medea (32830),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/10 Adriana Lecouvreur (32838),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/2 Bohème, La (33587),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/3 Elegía-Homenaje (a Antonio Ruiz Soler) (33058),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/4 Café de Chinitas, El (32831),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/4 Thaïs (32832),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/5 Contes d’Hoffmann, Les (32833),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/6 Italiana in Algeri, L’ (32834),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/7 Don Pasquale (32835),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/8 Dama di picche, La (32836),/Cronologia (52555)/Stagione d'opera 2008-2009 (32310)/9 Aci, Galatea e Polifemo (32837)","32830,32838,33587,33058,32831,32832,32833,32834,32835,32836,32837",/Cronologia (52555)/Stagione d'opera 2008-2009 (32310),1,1720187405,1749115751
32311,Regione in Tour 2008-2009,2008-11-07,2009-03-28,07-11-2008 - 28-03-2009,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Regione in Tour 2008-2009 (32311)/1 Bohème, La (33588)",33588,/Cronologia (52555)/Regione in Tour 2008-2009 (32311),1,1720187405,1749115751
32312,I concerti 2008-2009,2008-11-15,2009-05-09,15-11-2008 - 09-05-2009,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I concerti 2008-2009 (32312)/1 Gianandrea Noseda. Danilo Rossi. Orchestra e Coro del Teatro Regio (32839),/Cronologia (52555)/I concerti 2008-2009 (32312)/10 Gianandrea Noseda. Orchestra e Coro del Teatro Regio (32848),/Cronologia (52555)/I concerti 2008-2009 (32312)/2 Gianandrea Noseda. Orchestra del Teatro Regio (32840),/Cronologia (52555)/I concerti 2008-2009 (32312)/3 Uri Caine. Filarmonica ’900 del Teatro Regio. Torino Jazz Orchestra (32841),/Cronologia (52555)/I concerti 2008-2009 (32312)/4 Nicola Piovani. Filarmonica ’900 del Teatro Regio (32842),/Cronologia (52555)/I concerti 2008-2009 (32312)/5 B for Bang. Across the universe of languages (32843),/Cronologia (52555)/I concerti 2008-2009 (32312)/6 Senza respiro. Musica per immagini. Omaggio ad Alfred Hitchcock (32844),/Cronologia (52555)/I concerti 2008-2009 (32312)/7 Mark Elder. Orchestra del Teatro Regio (32845),/Cronologia (52555)/I concerti 2008-2009 (32312)/8 Allevilive piano solo 2009 (32846),/Cronologia (52555)/I concerti 2008-2009 (32312)/9 Jan-Latham Koenig. Andrea Manco. Filarmonica ’900 del Teatro Regio (32847)","32839,32848,32840,32841,32842,32843,32844,32845,32846,32847",/Cronologia (52555)/I concerti 2008-2009 (32312),1,1720187405,1749115751
32313,Il Regio a Racconigi 2009,2009-07-11,2009-07-12,11-07-2009 - 12-07-2009,attività collaterali,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,,,/Cronologia (52555)/Il Regio a Racconigi 2009 (32313),1,1720187405,1749115751
32314,Stagione d'opera e balletto 2009-2010,2009-10-14,2010-06-23,14-10-2009 - 23-06-2010,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/1 Traviata, La (32849),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/10 Bohème, La (32855),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/11 Manfred (32856),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/2 Tancredi (32850),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/3 Schiaccianoci, Lo (33590),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/4 Idomeneo (32851),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/5 Peter Grimes (32852),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/6 Tannhäuser (32853),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/7 Luisa Miller (33591),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/8 Barbiere di Siviglia, Il (33592),/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314)/9 Elisir d’amore, L’ (32854)","32849,32855,32856,32850,33590,32851,32852,32853,33591,33592,32854",/Cronologia (52555)/Stagione d'opera e balletto 2009-2010 (32314),1,1720187405,1749115752
32315,I concerti 2009-2010,2009-10-31,2010-10-24,31-10-2009 - 24-10-2010,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I concerti 2009-2010 (32315)/1 Gianandrea Noseda. Urban Malmberg. Orchestra e Coro del Teatro Regio (32857),/Cronologia (52555)/I concerti 2009-2010 (32315)/2 Silvio Gasparella. Filarmonica ’900 del Teatro Regio (32858),/Cronologia (52555)/I concerti 2009-2010 (32315)/3 Gianmaria Testa. Piero Ponzo. Nicola Negrini (32859),/Cronologia (52555)/I concerti 2009-2010 (32315)/4 Gianandrea Noseda. Orchestra del Teatro Regio (32860),/Cronologia (52555)/I concerti 2009-2010 (32315)/5 Henrik Schaefer. Barry Douglas. Filarmonica ’900 del Teatro Regio (32861),/Cronologia (52555)/I concerti 2009-2010 (32315)/6 Yutaka Sado. Filarmonica ’900 del Teatro Regio (32862),/Cronologia (52555)/I concerti 2009-2010 (32315)/7 Pensavo fosse Bach (32863),/Cronologia (52555)/I concerti 2009-2010 (32315)/8 Sergey Galaktionov. Orchestra d’archi del Teatro Regio (32864),/Cronologia (52555)/I concerti 2009-2010 (32315)/9 Ezio Bosso. Relja Lukic. Filarmonica ’900 del Teatro Regio (32865)","32857,32858,32859,32860,32861,32862,32863,32864,32865",/Cronologia (52555)/I concerti 2009-2010 (32315),1,1720187405,1749115752
32316,Regione in Tour 2010,2010-02-06,2010-03-26,06-02-2010 - 26-03-2010,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Regione in Tour 2010 (32316)/1 Elisir d’amore, L’ (33593)",33593,/Cronologia (52555)/Regione in Tour 2010 (32316),1,1720187405,1749115752
