performance_id,composition_title,start_date,end_date,year,date_text,first_location,first_building,related_compositions,source_id
32722,Norma,2002-01-22,2002-02-06,2002.0,22-01-2002 - 06-02-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Norma (40022),object_id_5937
32723,"Matrimonio segreto, Il",2002-06-07,2002-06-18,2002.0,07-06-2002 - 18-06-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Matrimonio segreto, Il (40067)",object_id_5962
32724,Orleanskaja Deva,2002-07-03,2002-07-19,2002.0,03-07-2002 - 19-07-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Orleanskaja Deva (42032),object_id_5972
32725,,2001-11-29,2001-11-29,2001.0,29-11-2001 - 29-11-2001,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5982
32726,,2002-02-01,2002-02-01,2002.0,01-02-2002 - 01-02-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5984
32727,,2002-02-09,2002-02-09,2002.0,09-02-2002 - 09-02-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5986
32728,,2002-03-16,2002-03-16,2002.0,16-03-2002 - 16-03-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5988
32729,,2002-03-23,2002-03-23,2002.0,23-03-2002 - 23-03-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5990
32730,,2002-04-20,2002-04-20,2002.0,20-04-2002 - 20-04-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5992
32731,,2002-05-16,2002-05-16,2002.0,16-05-2002 - 16-05-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5994
32732,,2002-05-30,2002-05-30,2002.0,30-05-2002 - 30-05-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_5996
32733,Capriccio,2002-10-08,2002-10-22,2002.0,08-10-2002 - 22-10-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Capriccio (40985),object_id_5999
32734,Show,2002-10-25,2002-11-05,2002.0,25-10-2002 - 05-11-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Show (Achilles Heels), The (42041)",object_id_6007
32735,"Matrimonio segreto, Il",2002-11-08,2002-11-13,2002.0,08-11-2002 - 13-11-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Matrimonio segreto, Il (40067)",object_id_6017
32736,Macbeth,2002-12-03,2002-12-18,2002.0,03-12-2002 - 18-12-2002,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Macbeth (41441),object_id_6022
32737,Don Quichotte,2003-01-17,2003-01-28,2003.0,17-01-2003 - 28-01-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Don Quichotte (40160),object_id_6034
32738,"Streetcar Named Desire, A",2003-03-18,2003-03-30,2003.0,18-03-2003 - 30-03-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Streetcar Named Desire, A (42126)",object_id_6055
32739,Così fan tutte ossia La scuola degli amanti,2003-04-22,2003-05-04,2003.0,22-04-2003 - 04-05-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Così fan tutte ossia La scuola degli amanti (40193),object_id_6062
32740,Faust,2003-05-30,2003-06-15,2003.0,30-05-2003 - 15-06-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Faust (40119),object_id_6073
32741,Tosca,2003-07-01,2003-07-12,2003.0,01-07-2003 - 12-07-2003,/Luoghi/Torino (95280),/Edifici/Cortile di Palazzo Reale (95338),/Composizioni (52556)/Tosca (40256),object_id_6085
32742,,2003-03-22,2003-03-22,2003.0,22-03-2003 - 22-03-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6097
32743,,2003-03-29,2003-03-29,2003.0,29-03-2003 - 29-03-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6099
32744,,2003-04-05,2003-04-05,2003.0,05-04-2003 - 05-04-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6101
32745,,2003-05-10,2003-05-10,2003.0,10-05-2003 - 10-05-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6103
32746,"Piccolo spazzacamino, Il",2003-04-02,2003-04-04,2003.0,02-04-2003 - 04-04-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Piccolo spazzacamino, Il (42417)",object_id_6106
32747,Simon Boccanegra,2003-10-07,2003-10-26,2003.0,07-10-2003 - 26-10-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Simon Boccanegra (40636),object_id_6113
32748,Semiramide,2003-11-18,2003-11-30,2003.0,18-11-2003 - 30-11-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Semiramide (40391),object_id_6126
32749,Orphée aux enfers,2003-12-16,2003-12-31,2003.0,16-12-2003 - 31-12-2003,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Orphée aux enfers (40218),object_id_6136
32750,"Fanciulla del West, La",2004-01-23,2004-02-04,2004.0,23-01-2004 - 04-02-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Fanciulla del West, La (40247)",object_id_6147
32751,,2004-03-17,2004-03-28,2004.0,17-03-2004 - 28-03-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6170
32752,"Lago dei cigni, Il",2004-04-15,2004-04-18,2004.0,15-04-2004 - 18-04-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Lago dei cigni, Il (41725)",object_id_6184
32753,,2004-04-21,2004-04-24,2004.0,21-04-2004 - 24-04-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6190
32754,"Cappello di paglia di Firenze, Il",2004-05-18,2004-05-18,2004.0,18-05-2004 - 18-05-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Cappello di paglia di Firenze, Il (41689)",object_id_6196
32755,"Ballo in maschera, Un",2004-06-22,2004-07-06,2004.0,22-06-2004 - 06-07-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Ballo in maschera, Un (40634)",object_id_6203
32756,Orlando finto pazzo,2003-12-16,2003-12-19,2003.0,16-12-2003 - 19-12-2003,/Luoghi/Poissy (Francia) (95292),/Edifici/Théâtre de Poissy (95339),/Composizioni (52556)/Orlando finto pazzo (40689),object_id_6217
32757,,2004-03-01,2004-03-01,2004.0,01-03-2004 - 01-03-2004,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_6222
